date,open,high,low,close,volume,return_1,return_5,log_return_1,sma_20,sma_50,sma_200,sma_ratio_20,sma_ratio_50,ema_12,ema_20,ema_26,ema_ratio_20,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_lower,bb_width,bb_pct_b,roc_5,roc_10,atr_14,atr_ratio,stoch_k,stoch_d,obv,obv_change,vwap,vwap_ratio,z_score_20,future_return,target_direction
2015-10-16,27.94499969482422,28.0,27.63249969482422,27.76000022888184,156930400.0,,,,,,,,,27.76000022888184,27.76000022888184,27.76000022888184,0.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.006213998880737925,1
2015-10-19,27.700000762939453,27.9375,27.52750015258789,27.9325008392334,119036800.0,0.006213998880737925,,0.006194771600780039,,,,,,27.78653878432054,27.77642885843913,27.772778051870844,0.005618864166796911,1.0,0.013760732449696889,0.0027521464899393777,0.01100858595975751,,,,,,,,,,,119036800.0,,,,,0.018258240623298283,1
2015-10-20,27.834999084472656,28.542499542236328,27.70499992370605,28.4424991607666,195871200.0,0.018258240623298283,,0.018093560441011063,,,,,,27.88745576531224,27.83986412532746,27.82238702290016,0.021646479046242728,1.0,0.06506874241208038,0.01521546567436758,0.0498532767377128,,,,,,,,,,,314908000.0,1.6454676200973144,,,,-8.78483530881713e-05,0
2015-10-21,28.5,28.895000457763672,28.424999237060547,28.440000534057617,167180800.0,-8.78483530881713e-05,,-8.785221198074134e-05,,,,,,27.972462652811526,27.89701997377795,27.868136171874788,0.01946374776911819,0.9990233625106889,0.10432648093673791,0.03303766872684165,0.07128881220989626,,,,,,,,,,,147727200.0,-0.5308877513432495,,,,0.015295339584169731,1
2015-10-22,28.582500457763672,28.875,28.52499961853028,28.875,166616400.0,0.015295339584169731,,0.015179545128520327,,,,,,28.111314552378985,27.99016092865624,27.94271867766184,0.03161250389374737,0.9991745147947744,0.16859587471714477,0.06014930992490228,0.10844656479224249,,,,,,,,,,,314343600.0,1.1278654167952822,,,,0.03099568684895826,1
2015-10-23,29.174999237060547,29.8075008392334,29.082500457763672,29.770000457763672,237467600.0,0.03099568684895826,0.07240634770566756,0.030525021562404133,,,,,,28.366496999361246,28.159669455237903,28.078072883595308,0.057185721057043004,0.9993853085398097,0.2884241157659382,0.10580427109310947,0.1826198446728287,,,,,0.07240634770566756,,,,,,551811200.0,0.7554395890356922,,,,-0.03191134525803152,0
2015-10-26,29.520000457763672,29.53249931335449,28.729999542236328,28.81999969482422,265335200.0,-0.03191134525803152,0.03177298232975456,-0.03243161042201364,,,,,,28.43626664481709,28.22255804948422,28.13303042516782,0.02116894026021554,0.7735780315359123,0.3032362196492677,0.1452906608043411,0.15794555884492661,,,,,0.03177298232975456,,,,,,286476000.0,-0.4808441727895338,,,,-0.006332371055421615,0
2015-10-27,28.850000381469727,29.13500022888184,28.497499465942383,28.637500762939453,279537600.0,-0.006332371055421615,0.006855993950132033,-0.0063525055614616684,,,,,,28.467225739912838,28.262076403146622,28.17039859833609,0.013283679317738661,0.7390326757446049,0.29682714157674894,0.1755979569588227,0.12122918461792626,,,,,0.006855993950132033,,,,,,6938400.0,-0.9757801700666024,,,,0.041204657054229266,1
2015-10-28,29.232500076293945,29.825000762939453,29.01499938964844,29.8174991607666,342205600.0,0.041204657054229266,0.04843525319415498,0.04037836690413411,,,,,,28.67496011235188,28.410211903872337,28.292406047405017,0.0495345568577914,0.8009327459758894,0.38255406494686284,0.2169891785564307,0.16556488639043213,,,,,0.04843525319415498,,,,,,349144000.0,49.320534993658484,,,,0.010564284159420456,1
2015-10-29,29.674999237060547,30.17250061035156,29.5674991607666,30.13249969482422,204909200.0,0.010564284159420456,0.04354977298092533,0.01050887202754611,,,,,,28.899196971193778,28.574239312534424,28.428709280547178,0.054533748571436114,0.8136405630478379,0.4704876906465998,0.2676888809744645,0.20279880967213526,,,,,0.04354977298092533,,,,,,554053200.0,0.5868902229452604,,,,-0.0085455802682195,0
2015-10-30,30.247499465942383,30.30500030517578,29.862499237060547,29.875,197461200.0,-0.0085455802682195,0.0035270252140338076,-0.008582303100891895,,,,,,29.049320514087043,28.69812128276924,28.53584192643257,0.04100891154632391,0.7703484811456789,0.5134785876544719,0.316846822310466,0.19663176534400584,,,,,0.0035270252140338076,0.07618875193371544,,,,,356592000.0,-0.3563939347340653,,,,0.014058579959630002,1
2015-11-02,30.200000762939453,30.34000015258789,29.90250015258789,30.295000076293945,128813200.0,0.014058579959630002,0.051179750072468666,0.013960674663645228,,,,,,29.240963523657335,28.85020497739064,28.66614993753341,0.05007919701213792,0.7899775184075125,0.5748135861239234,0.3684401750731575,0.2063734110507659,,,,,0.051179750072468666,0.08457886569691708,,,,,485405200.0,0.3612341275182842,,,,0.011470534627396445,1
2015-11-03,30.19750022888184,30.872499465942383,30.174999237060547,30.64249992370605,182076000.0,0.011470534627396445,0.070013063547826,0.011405246828055054,,,,,,29.456584508280216,29.02089973418258,28.81254623280546,0.05587697846643436,0.804840607060446,0.644038275474756,0.4235597951534772,0.2204784803212788,,,,,0.070013063547826,0.07734906663807228,,,,,667481200.0,0.3751010495973261,,,,-0.004650401372631063,0
2015-11-04,30.78249931335449,30.95499992370605,30.405000686645508,30.5,179544400.0,-0.004650401372631063,0.022889271684173318,-0.00466124813000895,,,,,,29.6171099685448,29.161766426165194,28.937542808153204,0.04589000385909703,0.7804494306332256,0.6795671603915956,0.4747612682011009,0.20480589219049466,,,,,0.022889271684173318,0.07243317254778114,0.6483932222638812,0.02125879417258627,0.8672501957432325,,487936800.0,-0.26898795052205215,,,,-0.008852474025038415,0
2015-11-05,30.46249961853028,30.67250061035156,30.045000076293945,30.229999542236328,158210800.0,-0.008852474025038415,0.003235703921001143,-0.008891889964694429,,,,,,29.71140067218965,29.263502913410065,29.033280344011214,0.03302737309631398,0.7349983923408334,0.6781203281784371,0.5154330801965682,0.16268724798186895,,,,,0.003235703921001143,0.04692639107311969,0.666964667184012,0.02206300619529126,0.788475439858832,,329726000.0,-0.32424445133058216,,,,0.0011577852445288084,1
2015-11-06,30.27750015258789,30.45249938964844,30.155000686645508,30.26499938964844,132169200.0,0.0011577852445288084,0.013054372875261677,0.001157115528067965,,,,,,29.79656970564485,29.35888353019467,29.124518791836195,0.030863430433989647,0.7371354556407295,0.6720509138086541,0.5467566469189854,0.12529426688966872,,,,,0.013054372875261677,0.016627441191579884,0.6589288711547852,0.021771977017787717,0.7876921433668892,0.8144725929896511,461895200.0,0.4008455505480308,,,,-0.004047562148119188,0
2015-11-09,30.239999771118164,30.45249938964844,30.012500762939453,30.14249992370605,135485600.0,-0.004047562148119188,-0.0050338389900591585,-0.004055775698519537,,,,,,29.84978973919273,29.433513662910038,29.199924801604332,0.02408772085167077,0.7153901963980582,0.6498649375883971,0.5673783050528678,0.08248663253552935,,,,,-0.0050338389900591585,0.04588828046099325,0.6305359431675502,0.02091850194122934,0.6788538421002235,0.7516738084419815,326409600.0,-0.29332541234461845,,,,-0.03151698649229506,0
