date,adj_close,close,high,low,open,volume,symbol,return_1,return_5,log_return_1,sma_20,sma_50,sma_200,sma_ratio_20,sma_ratio_50,ema_12,ema_20,ema_26,ema_ratio_20,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_lower,bb_width,bb_pct_b,roc_5,roc_10,atr_14,atr_ratio,stoch_k,stoch_d,obv,obv_change,vwap,vwap_ratio,future_return,target_direction
2015-10-16,15.133999824523926,15.133999824523926,15.36533260345459,14.857999801635742,14.869333267211914,65017500.0,TSLA,0.025755735523108614,0.028637387496880606,0.001849682856162415,16.013899850845338,16.211359844207763,15.453409943580628,-0.05494601780433661,-0.06645710353957579,15.271453592741624,15.641226346497248,15.821998253606315,-0.03242882052447971,0.41229085312474156,-0.5505446608646913,-0.4079157849094894,-0.14262887595520196,18.2331657036012,13.794633998089477,0.29328213010279625,0.3017587606214998,2.8637387496880606,-8.304726379226924,0.6145292818759799,0.04060587346381255,0.011708939570491095,0.012403338420895835,107680500.0,0.2067881518340451,15.970177097935126,-0.05235867256095206,0.00480158072748571,1
2015-10-19,15.206666946411133,15.206666946411133,15.40999984741211,14.996000289916992,15.100000381469728,37618500.0,TSLA,0.00480158072748571,0.058075926863025984,0.0018462038777868229,15.893566560745239,16.19214651107788,15.45633994102478,-0.04321872071374122,-0.060861576566919595,15.261486416383086,15.599839736889336,15.776418148055356,-0.025203642929001235,0.42261516521696474,-0.5149317316722701,-0.42931897426204557,-0.08561275741022456,18.00609842902143,13.781034692469046,0.2778428534958824,0.3374226621976099,5.807592686302598,-7.332924510604089,0.6002057252712071,0.03946990667885045,0.011857413547774106,0.012222855266934002,102636000.0,-0.046846922144678005,15.832273032623519,-0.03951460948931851,-0.06606755350432658,0
2015-10-20,14.20199966430664,14.20199966430664,15.239999771118164,13.466667175292969,15.1813325881958,223500000.0,TSLA,-0.06606755350432658,-0.02836947269618495,0.0019516594240253794,15.733866548538208,16.15466650009155,15.45731994152069,-0.09736112096196015,-0.12087323720200871,15.098488454525171,15.466712110708178,15.659794536003824,-0.08176996102008838,0.3349946937891125,-0.5613060814786532,-0.4557163957053671,-0.10558968577328615,17.851077597444572,13.616655499631845,0.2981567524223327,0.13823472274461082,-2.836947269618495,-11.774212143434093,0.6840005281580247,0.04816226899913946,0.00980467025278435,0.011878720847750558,-185881500.0,-2.8110750613819713,15.541312666354088,-0.08617759843072792,-0.013800880426347861,0
2015-10-21,14.005999565124512,14.005999565124512,14.320667266845703,13.920000076293944,14.13266658782959,62272500.0,TSLA,-0.013800880426347861,-0.031307674666287144,0.00231525477616968,15.56396656036377,16.118293151855468,15.456923274993896,-0.10010089582220516,-0.13104945832852022,14.930413240771223,15.327596629967548,15.53729118473084,-0.08622337191853902,0.32101170246295985,-0.606877943959617,-0.48594870535621715,-0.12092923860339988,17.662142618468042,13.465790502259498,0.2996110414466687,0.1287330157015277,-3.1307674666287144,-9.428351053047269,0.6637624266898471,0.047391292824443716,0.009404201464181361,0.011588877321458269,161227500.0,-1.8673671129187144,15.432213779312093,-0.0924179922973537,0.0077586303749297425,1
2015-10-22,14.114666938781738,14.114666938781738,14.383333206176758,13.960000038146973,14.104000091552734,42378000.0,TSLA,0.0077586303749297425,-0.043332844236423806,0.000517515840055457,15.392633295059204,16.083026485443114,15.457179946899414,-0.08302454373987278,-0.12238738451640019,14.804913809695918,15.212079516364373,15.431911594949817,-0.0721408651855977,0.3375222330877905,-0.6269977852538986,-0.5141585213357536,-0.11283926391814503,17.366916416021493,13.418350174096913,0.27974916156720786,0.17634673499751946,-4.333284423642381,-6.616090212574688,0.6465889035455571,0.045809717391841295,0.00962623141044552,0.01124007263562791,104650500.0,-0.350914081034563,15.326260862580236,-0.07905345828718469,-0.01242211222596079,0
2015-10-23,13.939332962036133,13.939332962036133,14.356666564941406,13.845999717712402,14.333333015441896,63532500.0,TSLA,-0.01242211222596079,-0.07893926763180559,0.008458623498321391,15.233233308792114,16.038466472625732,15.456669945716857,-0.08493931134168242,-0.13088118581488917,14.671747525440566,15.090865558660338,15.321350199183872,-0.07630659700386533,0.32383927925106126,-0.6496026737433063,-0.5412473518172641,-0.10835532192604214,17.131113206937126,13.335353410647103,0.27230569831625373,0.15911953964509537,-7.893926763180559,-5.256249453081696,0.6368801827864654,0.04568943037095196,0.009267987789338928,0.010879495203431,-21154500.0,-1.2021442802471083,15.194354213157032,-0.08259786717583273,0.02950887527409196,1
2015-10-26,14.350666999816896,14.350666999816896,14.392000198364258,14.0,14.092000007629396,50871000.0,TSLA,0.02950887527409196,-0.056291095847026296,0.003600963705983327,15.12266664505005,16.001279830932617,15.45953661441803,-0.051049174286060484,-0.10315505063069175,14.622350521498463,15.020370457739721,15.249447730607745,-0.04458634757425306,0.38665856969196133,-0.6270972091092819,-0.5584173232756677,-0.06867988583361417,16.95098513679733,13.29434815330277,0.25480606466174804,0.288877143474228,-5.629109584702629,-0.14843265494519642,0.6237221120980634,0.043462935353877394,0.010108428403953972,0.010624580762146717,114403500.0,-6.407998298234419,15.081382120119853,-0.048451469134789704,-0.022809699646425985,0
2015-10-27,14.023332595825195,14.023332595825195,14.473333358764648,13.833999633789062,14.322667121887209,52791000.0,TSLA,-0.022809699646425985,-0.012580416329010524,-0.0028648712369530754,15.001666641235351,15.94175983428955,15.462249941825867,-0.06521502369083387,-0.12033974030507977,14.53019391754873,14.925414470795191,15.158624376338853,-0.060439318233682204,0.35814304918664863,-0.6284304587901239,-0.572419950378559,-0.05601050841156496,16.781649609088603,13.221683673382099,0.2538601941714141,0.2251844362898384,-1.2580416329010524,-4.059298924764299,0.6248372275463122,0.04455697126746668,0.009439616435074162,0.010414324954073467,-1920000.0,-1.0167827033263843,14.9880829138481,-0.0643678263303129,0.012407945034625278,1
2015-10-28,14.197333335876465,14.197333335876465,14.229999542236328,13.886667251586914,14.087332725524902,40929000.0,TSLA,0.012407945034625278,0.013660843687899327,-0.003910106893694899,14.883533334732055,15.878079853057862,15.465153274536133,-0.04610464352938837,-0.1058532601382347,14.478984597291458,14.856073410263628,15.087417624650662,-0.04434146602507083,0.38414329549387494,-0.6084330273592045,-0.5796225657746881,-0.02881046158451639,16.537177049888857,13.229889619575255,0.23295131219861778,0.29251878969874573,1.3660843687899327,-1.8074520228235413,0.6047297279897681,0.04259459954086057,0.009795135977539317,0.010280446203780838,93720000.0,-49.8125,14.883039596117763,-0.04607299844987078,-0.006245254663083677,0
2015-10-29,14.108667373657228,14.108667373657228,14.25,14.042667388916016,14.116666793823242,27075000.0,TSLA,-0.006245254663083677,-0.00042505892278799084,0.0031740144246646907,14.789366722106934,15.819919872283936,15.471466612815856,-0.0460262674690598,-0.108170743748505,14.422012716732347,14.784891882909161,15.014917598563528,-0.04573753495171817,0.3757896781021194,-0.5929048818311813,-0.5822790289859867,-0.010625852845194572,16.390907166012102,13.187826278201765,0.22702930071134275,0.2874860572393977,-0.042505892278799084,-4.373948414711936,0.5763442143121682,0.0408503651725662,0.009613973056559052,0.010192296399633673,13854000.0,-0.8521766965428937,14.806566730974183,-0.0471344485185079,-0.022208650663342766,0
